time,source,target,value,direction
1525329325,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xdcf3d83cedf622a7be90bc2c34d456a6941d1584,1.18,0
1525366446,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xaa50748d803d7bd54b4cca28546df83fa1fd334a,0.00224,0
1525366552,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x9b16d93965a9009ce8523b421821d693e45c6115,0.94,0
1525443020,0x47fdca04a43ed58ff4e564b7d588fc471ca3c0fe,0xf4a2eff88a408ff4c4550148151c33c93442619e,20.0,1
1525443376,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xeba62f4dbcce2a4c1e7e125a89f76ef4e57957e7,22.3,0
1525446904,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xe4585cc63a4d7de748453e437c0296ae74ae8994,2.07,0
1525448728,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x5f5fa025d9db0a3a26264bfa93aa27875111d9b1,0.0,0
1525525521,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x54b7c3b3626bb80f13745b6dc2c0d5b8c94e5821,0.08,0
1525525557,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x29ed119f45dd1a2c24c0a132816242277e893e2f,0.08,0
1525532462,0x85ba263ec03cf25d67f6a9fb1e86662166f55cbe,0xf4a2eff88a408ff4c4550148151c33c93442619e,9.0,1
1525532638,0x8ba5724ddfb81273af2ce66ffdbade166009e753,0xf4a2eff88a408ff4c4550148151c33c93442619e,9.0,1
1525533617,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xa188dd34cda87a434a5218c9b721daffd47c0fba,0.0664,0
1525534188,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x54b7c3b3626bb80f13745b6dc2c0d5b8c94e5821,1.78,0
1525534546,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xf023cbf9ca00dc92e8a9135f5d71f60b464d3270,0.003,0
1525534713,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x190d10e36bc94b405716a94c463aa89a2f3358a7,0.643,0
1525534893,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x59c61b23388ec4d80def67007cbf1881153f710d,0.00726,0
1525535397,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x74582579cebffc7ae88c45f192003db51c1692cb,0.0634,0
1525535506,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x54b7c3b3626bb80f13745b6dc2c0d5b8c94e5821,1.55,0
1525536514,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x190d10e36bc94b405716a94c463aa89a2f3358a7,0.737,0
1525536964,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x190d10e36bc94b405716a94c463aa89a2f3358a7,0.193,0
1525537050,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x54b7c3b3626bb80f13745b6dc2c0d5b8c94e5821,0.652,0
1525537163,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x74582579cebffc7ae88c45f192003db51c1692cb,0.381,0
1525537639,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x5f5fa025d9db0a3a26264bfa93aa27875111d9b1,0.0,0
1525537732,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x5f5fa025d9db0a3a26264bfa93aa27875111d9b1,0.0,0
1525537967,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x29ed119f45dd1a2c24c0a132816242277e893e2f,0.434,0
1525538058,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x74582579cebffc7ae88c45f192003db51c1692cb,0.82,0
1525539106,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x74582579cebffc7ae88c45f192003db51c1692cb,0.789,0
1525543417,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x3622a0e197159759053dcb42b8dbb752ddc84b48,1.15,0
1525544008,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x5f5fa025d9db0a3a26264bfa93aa27875111d9b1,0.0,0
1525566893,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x823e355e9b31a8085911b5e814d5d55ff13bf30d,0.000841,0
1525567325,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x3622a0e197159759053dcb42b8dbb752ddc84b48,1.02,0
1525567445,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x5f5fa025d9db0a3a26264bfa93aa27875111d9b1,0.0,0
1525567846,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xda2a5fa492efec01814f52b62b69b54a077bdcfb,0.101,0
1525582305,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x9b4826c89c014cd6c624238ff0a669ade697e297,0.03,0
1525620717,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x8623bc1261db8e09099a504c0a90e8ed3da7fbd3,0.473,0
1525667628,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x5f5fa025d9db0a3a26264bfa93aa27875111d9b1,0.0,0
1525668622,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x5f5fa025d9db0a3a26264bfa93aa27875111d9b1,0.0,0
1525678615,0x8ba5724ddfb81273af2ce66ffdbade166009e753,0xf4a2eff88a408ff4c4550148151c33c93442619e,15.0,1
1525678642,0xd7707599b1cd21ef59659e368fb7533e47cd2724,0xf4a2eff88a408ff4c4550148151c33c93442619e,15.0,1
1525679113,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xcbbf3d768508839a4cb0e27e517284ef373e94d1,11.0,0
1525679941,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x47e524aae8a14fb888ddda64e0071144494eb7fe,3.3,0
1525709930,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xc3fb0d83c39651ff62d3f61318a702fc589e5128,1.27,0
1525712992,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x91da259f988f428bb1ed7bcb088bb85ec4f87cfd,0.336,0
1525713289,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x91da259f988f428bb1ed7bcb088bb85ec4f87cfd,0.737,0
1525716208,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x4376917415d4c0d784b6b19c0e516ecabd960b7e,0.011,0
1525741672,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xc1c8fa941619afb55509f71921bd6839571cacd6,0.018,0
1525741773,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xe612ddf73705c8898a9cfb62b2eb24478f7a5cad,1.14,0
1525741950,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x5f5fa025d9db0a3a26264bfa93aa27875111d9b1,0.0,0
1525742001,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x5f5fa025d9db0a3a26264bfa93aa27875111d9b1,0.0,0
1525746142,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x82316f92c2b4ef325cc192d21aa3ea1f842056a5,4.64,0
1525747326,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xc42d04c716a61822eadccdf01116242432ce83ef,0.6,0
1525748248,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x8acc8504ed40e6fd0edf3cace536a83ae3dcdd00,1.08,0
1525778160,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x17e50b7398f14c12202686017bee3578e9a0e469,10.0,0
1525785038,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x5f5fa025d9db0a3a26264bfa93aa27875111d9b1,0.0,0
1525786850,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x5f5fa025d9db0a3a26264bfa93aa27875111d9b1,0.0,0
1525787776,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x316cd2ba04c06ce663c9a984a03cdc551bf2ef58,1.0,0
1525788000,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x6e6afcd04a33148c2a69cdbd3aae5b29dc7cd9ae,1.0,0
1525788103,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xc5369154df0457f3a75f640cd54fd27a87094027,0.282,0
1525789130,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x316cd2ba04c06ce663c9a984a03cdc551bf2ef58,1.0,0
1525791945,0x0a7ea886eeb37aaf7fe69e31986e8f633b6fe588,0xf4a2eff88a408ff4c4550148151c33c93442619e,20.0,1
1525793236,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x6e6afcd04a33148c2a69cdbd3aae5b29dc7cd9ae,1.0,0
1525794472,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x223cffa7d26dc805bab6f7225a49905dcb6899c9,0.172,0
1525794600,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xb5ccb1321dc748e3246fa67dff5e9c45db015092,1.0,0
1525798187,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xb5ccb1321dc748e3246fa67dff5e9c45db015092,1.0,0
1525798294,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x0910436345927cfd56bcd5031d97eb178b795e8a,1.0,0
1525798644,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xe492d00b4e0877acb91e12cba39885a8e6d25f82,1.0,0
1525798802,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x0910436345927cfd56bcd5031d97eb178b795e8a,1.0,0
1525798947,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x60b0a04f311ed7ffac54045a6196fcfb5ab37b95,1.0,0
1525799668,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x60b0a04f311ed7ffac54045a6196fcfb5ab37b95,1.0,0
1525799836,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xc84bb6dadeb9507c9c6d2e5abc33dc540769b709,2.8,0
1525854996,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x3c9e7747b0252e7a4f05b1bd66b1111273b70f05,0.025,0
1525855709,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xc09134345ae28dca1c5e58cf08b7767f126ad28d,1.19,0
1525870577,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x5f5fa025d9db0a3a26264bfa93aa27875111d9b1,0.0,0
1525874438,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x10cc62fc2cea37e9b5e712870a217829d0d50f7c,0.0328,0
1525884406,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xea202a7759779d9e7ee5e2d655dd292d71f0222b,0.96,0
1525884721,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xea202a7759779d9e7ee5e2d655dd292d71f0222b,1.09,0
1525884785,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xe4585cc63a4d7de748453e437c0296ae74ae8994,1.0,0
1525885222,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xea202a7759779d9e7ee5e2d655dd292d71f0222b,1.1,0
1525886097,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xea202a7759779d9e7ee5e2d655dd292d71f0222b,1.09,0
1525886245,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xea202a7759779d9e7ee5e2d655dd292d71f0222b,1.1,0
1525886384,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xea202a7759779d9e7ee5e2d655dd292d71f0222b,1.01,0
1525886718,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xea202a7759779d9e7ee5e2d655dd292d71f0222b,1.04,0
1525887070,0x87f420c71292c7dd51ffd061ed43563da4c513b4,0xf4a2eff88a408ff4c4550148151c33c93442619e,50.0,1
1525887237,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xea202a7759779d9e7ee5e2d655dd292d71f0222b,0.695,0
1525887271,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xea202a7759779d9e7ee5e2d655dd292d71f0222b,1.08,0
1525887526,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xea202a7759779d9e7ee5e2d655dd292d71f0222b,0.95,0
1525888895,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xdbccb6e2be83b538bb6e9ba2ef159c2f8662ce9b,1.0,0
1525889039,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x5f5fa025d9db0a3a26264bfa93aa27875111d9b1,0.0,0
1525959424,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x8bf296efa963c97826020dcced19b4fcae353f75,0.01,0
1525959464,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x8bf296efa963c97826020dcced19b4fcae353f75,0.01,0
1525968838,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x5f5fa025d9db0a3a26264bfa93aa27875111d9b1,0.0,0
1526007634,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x7b4066e6fb8bc3f900aa91f746a7f942b15b7a3e,0.0629,0
1526007835,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x54a19fa443aac48599e02912ff2e7b5adad94def,0.588,0
1526009221,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x5f5fa025d9db0a3a26264bfa93aa27875111d9b1,0.0,0
1526009455,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x4376917415d4c0d784b6b19c0e516ecabd960b7e,14.8,0
1526016902,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xf3a771c49eb4c20c13ed0d4aa5984bd8fcd23900,0.066,0
1526017045,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x98f2827ad98fda95f714b3fa563eb1c5f7a2bfac,0.141,0
1526018336,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x0c8738dfa63676174d52c7f2df0d2ad9bcff76db,0.0073,0
1526019178,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x7b4066e6fb8bc3f900aa91f746a7f942b15b7a3e,0.0101,0
1526026587,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x2a02a5ab8319949878a8166f06e2e0c34e393da3,0.22,0
1526027080,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x59f2a0ebcda4a534c0252110084763b0a4380c56,1.2,0
1526027779,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x59b3e1f951002f3de1e4b5c0fe2e896c1616fbb6,2.1,0
1526028054,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x59f2a0ebcda4a534c0252110084763b0a4380c56,1.12,0
1526028283,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xa75c3fa34e1e311320f562f6434c92c731bed326,0.589,0
1526028794,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xa75c3fa34e1e311320f562f6434c92c731bed326,0.47,0
1526029525,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x5dccfc92b8097958f796d101ed69b504541b2dcf,0.015,0
1526036465,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xf8d4d31ab5abc6d665d150afa0cba5ca278c24f0,0.24,0
1526037033,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x4376917415d4c0d784b6b19c0e516ecabd960b7e,15.7,0
1526042958,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x8a958b59a2d82af7f93caf935a90d3c34bf5f3b6,0.676,0
1526049052,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x9e7ee0308b2be5fded427f02fd653784b82b9013,0.118,0
1526049511,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xccdec85c77e2866d5aa0613d1b0845ecd81f02a8,3.0,0
1526050371,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x0e5b7d02b1b35c5db0cd7e1b9a9f3fa27959ea64,0.1,0
1526050620,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x6b618c80213375cff8b13c77de6fea5fa12cc00b,0.0227,0
1526053335,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x0e5b7d02b1b35c5db0cd7e1b9a9f3fa27959ea64,4.97,0
1526116490,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x8c9544c92a8ef701a83852c66f7212d5e9212f29,0.0897,0
1526129401,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x0ac40320c8847cb99e552af780b294e73e08ec93,0.005,0
1526138331,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xf1f59589b57546f1aaf601c618e6321bbb03ad96,0.0167,0
1526221134,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x5fa859de0d0130cffbcef8c3ae35b48e3e6e870a,0.00369,0
1526237195,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xe4585cc63a4d7de748453e437c0296ae74ae8994,2e-05,0
1526266230,0xeb86ac2633eeba5def676cfe6d78a3d61f3767e3,0xf4a2eff88a408ff4c4550148151c33c93442619e,39.0,1
1526268941,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xfaee5a1494fe9eb37f5b066a205e62e8f6062062,7.02e-06,0
1526282715,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x2b85402e2a54d54e63c47f7d6f048b24f824c8d7,0.002,0
1526283603,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xed639ccb5f396cf9bd6e75315ee227c27269fb25,0.0002,0
1526291946,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xf8d4d31ab5abc6d665d150afa0cba5ca278c24f0,0.134,0
1526310059,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x8f9fbd9f244f2ba824ab2de267eb80e0bd6ec310,0.189,0
1526354021,0xfe0f1ba0ca3585c8f7fe4a5d20d6479236e69cb4,0xf4a2eff88a408ff4c4550148151c33c93442619e,100.0,1
1526354256,0x32b0ccd7fd17f2a03fd0346378e750fe1c5e2194,0xf4a2eff88a408ff4c4550148151c33c93442619e,100.0,1
1526360170,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xe4585cc63a4d7de748453e437c0296ae74ae8994,65.8,0
1526375260,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x6e6837c9b5abe5d915c8b877bc9d2e991287be01,0.076,0
1526389114,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x31776e5d0c74e8a63072b7dc4a8c62c9dd2c3e00,0.0738,0
1526392008,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x78a0febced084881028df29adbd8149d07ce5f12,0.0905,0
1526392294,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x6da65139c77d76bfc1702459e767a2e75f37ddfe,1.38,0
1526393244,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x31776e5d0c74e8a63072b7dc4a8c62c9dd2c3e00,0.0282,0
1526394413,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x0431a0aa73543531a4686b118162e095bd70f294,0.016,0
1526400949,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x2b9c1f755ae87d4cbdd2dfc73efa178d81315cc8,0.182,0
1526405413,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x5f5fa025d9db0a3a26264bfa93aa27875111d9b1,0.0,0
1526458861,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x78e907f668eb074ae9ebef421438643a3da99cf0,8.86,0
1526471666,0x32b0ccd7fd17f2a03fd0346378e750fe1c5e2194,0xf4a2eff88a408ff4c4550148151c33c93442619e,100.0,1
1526472051,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xe4585cc63a4d7de748453e437c0296ae74ae8994,87.2,0
1526472965,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x17e50b7398f14c12202686017bee3578e9a0e469,30.0,0
1526482497,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x4376917415d4c0d784b6b19c0e516ecabd960b7e,26.0,0
1526483366,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xeb4849c7d4df77ac80e60f6533d149680d27ffd5,0.367,0
1526488816,0xfe0f1ba0ca3585c8f7fe4a5d20d6479236e69cb4,0xf4a2eff88a408ff4c4550148151c33c93442619e,50.0,1
1526520157,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xf3a771c49eb4c20c13ed0d4aa5984bd8fcd23900,0.0492,0
1526533246,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xf40f02429d74736e4b1b84bb9154c65158f34ee2,1.6,0
1526560493,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x6f7ee86c1e23b072f936c2f539e43563999814f8,1.0,0
1526561160,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xcff43f331d7cf2fc27a953f0a0217a7c7a97fbe6,2.13,0
1526562446,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xd5d37d414237ea270c5cd539a431328c3d964bcf,1.23,0
1526562683,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x0e5b7d02b1b35c5db0cd7e1b9a9f3fa27959ea64,0.36,0
1526564865,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x9e7ee0308b2be5fded427f02fd653784b82b9013,0.128,0
1526565744,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x4a66406d0542cfba3d6b85aa53b786c1ea3dc52a,0.111,0
1526566686,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xd5d37d414237ea270c5cd539a431328c3d964bcf,1.63,0
1526567145,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x5e85bcaccc11081e4d72cb5baa9a7ba864af484b,0.118,0
1526574824,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x395d4dbe530d5694787d5683396cbc59bec3e9d5,0.11,0
1526577200,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xd59ecca0abd01812337711aa9ca3a742052174fd,0.1,0
1526581901,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xe4585cc63a4d7de748453e437c0296ae74ae8994,84.4,0
1526616419,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xd8ba4db4bed616272db6e9020e1ec9ef6d6c9463,0.0945,0
1526618414,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x71bfb305de2648facea6d1991d4639d7c2cc42a8,0.58,0
1526620470,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x582fd74cb5e634a624a1805400ca59b1f99a306b,0.827,0
1526621507,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x0362fbe84d7703b175ce6e77beee3ca7bc0cd400,0.121,0
1526625777,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x50708561ad1d8af81765c30af0aa46cc8bc74fb2,0.46,0
1526626266,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x50708561ad1d8af81765c30af0aa46cc8bc74fb2,0.544,0
1526628799,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xa75c3fa34e1e311320f562f6434c92c731bed326,0.688,0
1526629186,0xf4a2eff88a408ff4c4550148151c33c93442619e,0xa75c3fa34e1e311320f562f6434c92c731bed326,0.7,0
1526633225,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x5f5fa025d9db0a3a26264bfa93aa27875111d9b1,0.0,0
1526636096,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x72faf08b1e78d8bfc56ca49dfb480a5e1b22c569,0.622,0
1526636254,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x72faf08b1e78d8bfc56ca49dfb480a5e1b22c569,0.325,0
1526645288,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x4376917415d4c0d784b6b19c0e516ecabd960b7e,14.6,0
1526645393,0xf4a2eff88a408ff4c4550148151c33c93442619e,0x108ddf39a6f265b953745666ecb64bfade9deddf,2.44,0
